"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","doctor_recc_seasonal","chronic_med_condition","child_under_6_months","health_worker","health_insurance","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","opinion_seas_vacc_effective","opinion_seas_risk","opinion_seas_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","hhs_geo_region","census_msa","household_adults","household_children","employment_industry","employment_occupation","h1n1_vaccine","seasonal_vaccine"
"16609",2,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,4,2,4,"45-54","<12 Yrs","White","Male",">75K","Married","Own","Emp","A","Non",1,0,"e","f",TRUE,TRUE
"16612",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,5,4,1,"55-64","12 Yrs","White","Female","<=75K","Not Married","Own","~Labor","F","Not Principle",0,0,"","",FALSE,TRUE
"16613",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,1,"45-54","College","White","Female","<=75K","Not Married","Own","Emp","A","Principle",0,0,"q","i",TRUE,TRUE
"16614",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,4,4,1,1,"55-64","College","White","Male","<=75K","Not Married","Rent","Emp","I","Not Principle",0,0,"e","b",FALSE,FALSE
"16615",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,3,4,5,3,4,"35-44","College","White","Female","<=75K","Not Married","Rent","Emp","B","Not Principle",0,0,"k","p",TRUE,TRUE
"16616",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,5,5,4,4,2,"55-64","Grad","White","Male",">75K","Married","Own","~Labor","C","Not Principle",1,0,"","",FALSE,TRUE
"16618",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,2,2,5,1,2,"65+","12 Yrs","White","Female",">75K","Not Married","Own","Emp","J","Not Principle",0,0,"q","b",FALSE,TRUE
"16619",3,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,4,4,4,4,"35-44","<12 Yrs","Hispanic","Female","Below Poverty","Not Married","Rent","Emp","E","Principle",0,3,"l","e",FALSE,FALSE
"16622",0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",4,1,1,4,1,1,"55-64","College","White","Male","<=75K","Not Married","Own","Emp","J","Non",2,0,"k","t",FALSE,FALSE
"16623",1,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"1",2,2,1,2,1,1,"65+","12 Yrs","Black","Male","<=75K","Not Married","Rent","~Labor","F","Non",0,0,"","",FALSE,FALSE
"16624",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,1,1,1,1,1,"65+","College","White","Male","<=75K","Married","Own","~Labor","D","Not Principle",2,0,"","",FALSE,FALSE
"16625",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"0",4,4,1,4,5,1,"35-44","<12 Yrs","White","Female","Below Poverty","Not Married","Rent","~Labor","F","Not Principle",0,2,"","",FALSE,FALSE
"16626",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,1,1,4,1,1,"18-34","College","White","Female",">75K","Married","Own","Emp","B","Not Principle",1,2,"c","i",FALSE,FALSE
"16628",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,2,1,2,2,"65+","12 Yrs","White","Male","<=75K","Married","Own","~Labor","A","Non",1,0,"","",FALSE,TRUE
"16631",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",2,1,4,4,2,4,"45-54","College","White","Male","","Not Married","Own","~Labor","F","Not Principle",2,0,"","",FALSE,TRUE
"16633",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"1",5,5,5,5,5,5,"55-64","Grad","White","Female","<=75K","Married","Own","Emp","F","Not Principle",1,0,"i","m",FALSE,FALSE
"16636",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"18-34","College","White","Male",">75K","Married","Own","Emp","G","Not Principle",1,0,"e","r",FALSE,TRUE
"16637",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,2,"35-44","Grad","White","Female",">75K","Married","Own","Emp","F","Not Principle",1,1,"i","k",FALSE,TRUE
"16638",1,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"1",4,1,2,4,1,1,"18-34","12 Yrs","White","Male","<=75K","Married","Rent","Emp","H","Principle",1,0,"i","d",FALSE,FALSE
"16640",3,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"0",4,4,4,4,5,4,"18-34","<12 Yrs","Hispanic","Female","","Not Married","","Emp","I","Not Principle",1,2,"s","",FALSE,FALSE
"16641",3,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,4,4,4,4,4,"18-34","<12 Yrs","Hispanic","Male","Below Poverty","Not Married","Rent","Emp","E","Principle",3,0,"e","g",FALSE,FALSE
"16643",3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,1,4,3,1,4,"55-64","<12 Yrs","White","Female","Below Poverty","Married","Own","~Labor","F","Principle",1,0,"","",FALSE,FALSE
"16646",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,2,4,4,4,"65+","College","White","Female",">75K","Married","Own","~Labor","H","Principle",0,0,"","",FALSE,TRUE
"16647",3,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,4,5,4,5,1,"55-64","12 Yrs","White","Female","<=75K","Married","Own","Emp","C","Non",1,0,"a","a",FALSE,TRUE
"16648",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,2,5,4,2,"45-54","12 Yrs","White","Female","<=75K","Married","Own","Emp","I","Not Principle",2,0,"b","s",TRUE,TRUE
"16650",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"1",5,4,2,5,4,2,"55-64","College","White","Female","<=75K","Married","Own","Emp","E","Not Principle",1,0,"i","m",TRUE,TRUE
"16652",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",4,1,1,4,1,1,"55-64","<12 Yrs","White","Female","<=75K","Married","Own","Emp","C","Non",1,0,"i","m",FALSE,FALSE
"16654",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,1,1,4,1,1,"65+","College","White","Female","<=75K","Not Married","Own","Emp","C","Not Principle",0,0,"","i",FALSE,FALSE
"16658",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"1",5,2,1,4,4,1,"65+","Grad","White","Male",">75K","Married","Own","~Labor","J","Principle",1,0,"","",TRUE,TRUE
"16660",0,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,2,2,1,"65+","<12 Yrs","Other","Male","Below Poverty","Married","Rent","~Labor","H","Principle",1,0,"","",FALSE,FALSE
"16661",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,5,1,1,"55-64","College","White","Male","<=75K","Not Married","Rent","~Labor","E","Principle",0,0,"","",FALSE,TRUE
"16663",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"1",2,1,4,5,4,5,"35-44","College","Hispanic","Female","Below Poverty","Not Married","Rent","Emp","H","Principle",0,3,"i","i",FALSE,TRUE
"16664",3,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,4,1,4,"55-64","12 Yrs","White","Female","<=75K","Married","Rent","~Labor","F","Non",1,0,"","",FALSE,FALSE
"16667",2,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,1,"55-64","College","White","Male","Below Poverty","Married","Own","~Labor","J","Principle",1,0,"","",TRUE,FALSE
"16670",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,2,2,5,2,1,"65+","Grad","White","Female","<=75K","Not Married","Rent","unEmp","F","Non",0,0,"","",FALSE,TRUE
"16672",0,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"0",5,1,5,4,4,2,"45-54","College","Black","Female","Below Poverty","Not Married","Own","Emp","F","Not Principle",0,0,"i","n",FALSE,FALSE
"16673",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,5,5,4,1,"45-54","College","White","Female","Below Poverty","Not Married","Rent","~Labor","F","Not Principle",0,0,"","",TRUE,TRUE
"16674",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"1",4,4,4,5,5,1,"18-34","College","White","Female","","Not Married","Rent","Emp","B","Not Principle",2,0,"q","i",TRUE,TRUE
"16676",2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,2,2,1,2,"35-44","<12 Yrs","White","Female","","Not Married","Rent","Emp","D","Principle",0,0,"k","d",FALSE,FALSE
"16678",3,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,1,5,2,1,"65+","12 Yrs","White","Male","<=75K","Not Married","Own","~Labor","E","Principle",0,0,"","",FALSE,TRUE
"16679",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,4,4,5,2,4,"55-64","<12 Yrs","White","Female","<=75K","Married","Own","unEmp","C","Non",1,0,"","",TRUE,TRUE
"16683",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,2,2,5,1,1,"35-44","Grad","White","Female",">75K","Not Married","Own","Emp","D","Principle",1,1,"k","f",FALSE,FALSE
"16686",3,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,1,1,1,1,1,"35-44","12 Yrs","Black","Female","Below Poverty","Not Married","Rent","Emp","F","Not Principle",3,3,"b","d",TRUE,TRUE
"16689",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,1,1,"45-54","College","White","Female",">75K","Married","Own","Emp","F","Principle",1,1,"f","b",FALSE,FALSE
"16690",3,0,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",2,4,2,5,5,5,"18-34","<12 Yrs","Hispanic","Male","Below Poverty","Not Married","Rent","Emp","I","Not Principle",2,0,"e","d",FALSE,FALSE
"16693",2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,2,4,5,5,1,"45-54","12 Yrs","White","Male","<=75K","Married","Own","Emp","C","Non",1,0,"n","u",FALSE,FALSE
"16694",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,2,4,1,4,"45-54","College","Other","Male","<=75K","Married","Own","Emp","C","Principle",3,0,"c","c",FALSE,FALSE
"16695",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,4,1,1,"55-64","12 Yrs","White","Female",">75K","Married","Rent","~Labor","C","Not Principle",1,0,"","",FALSE,TRUE
"16701",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,4,4,4,"55-64","Grad","White","Male",">75K","Married","Own","Emp","G","Non",1,0,"k","p",TRUE,TRUE
"16704",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,4,2,1,"55-64","Grad","Black","Female","<=75K","Not Married","Own","Emp","G","Principle",1,0,"f","t",FALSE,FALSE
"16705",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,2,1,1,1,1,"45-54","12 Yrs","White","Female","<=75K","Not Married","Own","~Labor","J","Not Principle",0,0,"","",FALSE,FALSE
"16706",3,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,4,"65+","Grad","White","Female","<=75K","Married","Own","Emp","B","Principle",1,0,"c","b",TRUE,TRUE
"16709",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",3,1,2,5,4,4,"65+","Grad","White","Female","<=75K","Not Married","Own","Emp","B","Not Principle",0,0,"a","a",FALSE,FALSE
"16710",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,1,1,"45-54","12 Yrs","White","Male","<=75K","Not Married","Rent","Emp","B","Not Principle",0,0,"l","e",FALSE,FALSE
"16711",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,1,2,4,1,2,"65+","College","White","Male","","Married","Own","~Labor","F","Principle",1,0,"","",FALSE,FALSE
"16712",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",3,1,1,1,2,1,"35-44","College","Black","Female","<=75K","Not Married","Own","Emp","J","Not Principle",3,0,"i","i",FALSE,FALSE
"16713",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,1,5,4,1,"35-44","Grad","White","Male","<=75K","Not Married","","Emp","D","Not Principle",1,0,"l","a",TRUE,TRUE
"16714",1,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",2,2,2,2,2,1,"65+","College","White","Female","<=75K","Not Married","Own","~Labor","C","Not Principle",0,0,"","",FALSE,TRUE
"16715",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,1,5,2,2,"45-54","Grad","White","Female","<=75K","Married","Own","Emp","A","Principle",1,1,"c","c",TRUE,TRUE
"16716",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",2,2,2,4,4,4,"65+","College","White","Female","<=75K","Not Married","Own","~Labor","A","Principle",0,0,"","",FALSE,TRUE
"16717",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,1,5,1,1,5,"45-54","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","F","Not Principle",0,0,"e","g",FALSE,FALSE
"16718",2,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",3,2,1,5,2,1,"45-54","<12 Yrs","White","Female","<=75K","Married","Own","~Labor","F","Not Principle",3,1,"","",FALSE,TRUE
"16719",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",3,1,1,3,1,1,"65+","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","B","Principle",0,0,"p","b",FALSE,TRUE
"16720",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,5,4,2,"65+","12 Yrs","White","Female","","Not Married","","~Labor","G","Principle",0,0,"","",FALSE,TRUE
"16721",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,5,2,1,"55-64","Grad","White","Female",">75K","Married","Own","Emp","F","Non",1,0,"g","a",FALSE,TRUE
"16726",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,5,2,2,"55-64","Grad","White","Male","<=75K","Not Married","Own","Emp","C","Not Principle",0,0,"c","c",FALSE,FALSE
"16728",0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,2,2,"65+","College","White","Male","","Not Married","Own","~Labor","F","Non",0,0,"","",FALSE,FALSE
"16729",0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,1,1,1,"45-54","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","G","Not Principle",0,0,"e","b",FALSE,FALSE
"16732",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,2,5,5,4,"18-34","Grad","White","Female","","Not Married","Own","Emp","B","Principle",3,0,"b","s",FALSE,TRUE
"16736",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"0",5,4,2,5,5,2,"35-44","12 Yrs","White","Female","<=75K","Married","Own","Emp","D","Non",1,3,"c","c",FALSE,FALSE
"16739",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,1,5,3,1,5,"55-64","College","White","Female","<=75K","Married","Own","~Labor","C","Not Principle",1,0,"","",FALSE,FALSE
"16740",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,2,1,5,4,1,"55-64","Grad","White","Female","<=75K","Married","Own","unEmp","B","Not Principle",2,0,"","",FALSE,TRUE
"16743",3,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"1",4,4,4,4,4,4,"45-54","College","White","Male",">75K","Married","Own","Emp","C","Principle",1,3,"s","b",TRUE,TRUE
"16744",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,2,2,4,"45-54","College","White","Male","<=75K","Married","Own","Emp","G","Non",2,1,"n","r",FALSE,FALSE
"16745",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,1,2,5,1,1,"65+","Grad","White","Female","","Married","","Emp","I","Not Principle",1,0,"g","a",FALSE,TRUE
"16746",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,4,2,4,4,2,"65+","Grad","Black","Male","","Married","Own","~Labor","G","Not Principle",1,0,"","",TRUE,TRUE
"16749",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,2,4,2,2,"55-64","Grad","White","Female",">75K","Married","Own","Emp","A","Non",1,0,"c","c",FALSE,FALSE
"16750",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"0",4,1,1,1,1,1,"18-34","12 Yrs","White","Female","<=75K","Not Married","Own","Emp","E","Principle",2,2,"b","s",FALSE,TRUE
"16752",3,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,3,4,5,5,5,"55-64","Grad","White","Female",">75K","Married","Own","Emp","G","Not Principle",3,0,"c","c",TRUE,TRUE
"16753",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",2,1,2,4,2,1,"55-64","<12 Yrs","White","Female","<=75K","Not Married","Own","Emp","G","Non",0,0,"p","u",FALSE,TRUE
"16755",3,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,4,5,3,4,5,"45-54","<12 Yrs","White","Female","","Not Married","Own","~Labor","J","Non",0,0,"","",FALSE,FALSE
"16757",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,4,2,2,2,4,"18-34","Grad","Other","Male","<=75K","Married","Rent","Emp","B","Principle",1,1,"b","b",FALSE,FALSE
"16758",3,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",3,1,2,4,2,4,"55-64","12 Yrs","Black","Male","","Married","","Emp","F","Non",1,0,"p","u",FALSE,FALSE
"16760",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,1,1,5,5,1,"65+","<12 Yrs","White","Male","<=75K","Not Married","Own","~Labor","F","Non",0,0,"","",FALSE,TRUE
"16762",0,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,1,1,5,4,1,"55-64","Grad","White","Female","<=75K","Not Married","Rent","~Labor","D","Principle",0,0,"","",FALSE,TRUE
"16763",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,1,5,4,1,"65+","12 Yrs","White","Female","<=75K","Not Married","Own","~Labor","A","Not Principle",0,0,"","",FALSE,FALSE
"16766",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,1,1,4,1,1,"45-54","College","White","Male","<=75K","Married","Own","~Labor","F","Principle",0,0,"","",FALSE,FALSE
"16767",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,2,5,2,1,"45-54","College","White","Male","<=75K","Not Married","Rent","Emp","D","Principle",0,0,"d","d",TRUE,TRUE
"16769",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,4,2,5,4,1,"35-44","Grad","White","Female",">75K","Married","Own","Emp","G","Not Principle",1,2,"c","c",TRUE,TRUE
"16773",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,1,1,5,2,1,"65+","College","White","Female","<=75K","Not Married","Own","Emp","D","Not Principle",0,0,"s","b",FALSE,TRUE
"16774",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,4,2,2,"65+","College","White","Male",">75K","Married","Own","~Labor","J","Not Principle",1,0,"","",TRUE,TRUE
"16775",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",2,2,1,4,4,1,"65+","College","White","Female","","Married","Own","~Labor","J","Not Principle",1,0,"","",FALSE,TRUE
"16776",2,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,1,2,2,2,2,"65+","College","White","Female","","Not Married","","~Labor","A","Non",0,0,"","",FALSE,FALSE
"16779",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"1",2,1,4,2,4,1,"55-64","Grad","White","Female","<=75K","Married","Own","unEmp","D","Not Principle",3,0,"","",FALSE,FALSE
"16781",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",4,4,1,5,4,1,"65+","College","White","Female","<=75K","Married","Own","~Labor","A","Principle",1,0,"","",TRUE,TRUE
"16782",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",5,1,1,5,2,1,"65+","College","White","Male","<=75K","Married","Own","~Labor","C","Not Principle",2,0,"","",FALSE,TRUE
"16783",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,4,4,4,4,"65+","<12 Yrs","White","Female","<=75K","Not Married","Rent","~Labor","C","Not Principle",0,0,"","",FALSE,FALSE
"16785",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,4,5,5,1,"18-34","College","White","Female","<=75K","Not Married","Own","Emp","C","Principle",2,2,"i","i",FALSE,TRUE
